"nome", "sobrenome", "email", "datanascimento", "genero", "tiposanguineo", "endereco", "cidade", "estado", "cep","cpf", "frkPlanoSaude"
"Mariana", "Rocha", "MarianaPintoRocha@armyspy.com", "2/22/1959", "F", "O+", "Rua da Carioca 1184", "Bayeux", "PB", "58306-130","68150146652", "389"
"Fernanda", "Cunha", "FernandaAzevedoCunha@cuvox.de", "8/21/1974", "F", "B+", "Rua Oito 372", "Cuiab�", "MT", "78075-280","58481421731", "98"
"Kai", "Correia", "KaiPereiraCorreia@superrito.com", "7/19/1994", "M", "O+", "Rua Ab�lio Soares 1294", "S�o Paulo", "SP", "04005-005","59954082832", "389"
"Carlos", "Souza", "CarlosMartinsSouza@einrot.com", "11/28/2001", "M", "A+", "Rua Jos� Cust�dio do Alt�ssimo 698", "Sete Lagoas", "MG", "35700-369","10593954360", "389"
"Luiza", "Melo", "LuizaMartinsMelo@cuvox.de", "3/23/1970", "F", "A+", "Rua Fitipadua Maria Batista de Faria 304", "S�o Jos� do Rio Preto", "SP", "15055-280","17335275830", "345"
"Sarah", "Gomes", "SarahRochaGomes@armyspy.com", "9/12/1950", "F", "O+", "Rua Altin�polis 472", "Carapicu�ba", "SP", "06310-350","90419333606", "112"
"Joao", "Araujo", "JoaoDiasAraujo@cuvox.de", "2/11/1937", "M", "A+", "Rua Helena Ant�nia Schiavo 1844", "Tabo�o da Serra", "SP", "06763-330","92373663538", "45"
"Vinicius", "Ribeiro", "ViniciusCastroRibeiro@armyspy.com", "6/10/1949", "M", "O+", "Rua Tupi 1614", "Itapeva", "SP", "18409-050","67424029622", "389"
"Vinicius", "Silva", "ViniciusCardosoSilva@armyspy.com", "8/22/1957", "M", "O+", "Rua Ouro Verde 55", "Curitiba", "PR", "81130-130","84530538125", "986"
"Tom�s", "Costa", "TomasCavalcantiCosta@cuvox.de", "10/17/1961", "M", "O+", "Rua Governador Bento Munhoz da Rocha Neto 1708", "Tel�maco Borba", "PR", "84261-320","27711730934", "45"
"Diogo", "Almeida", "DiogoCastroAlmeida@armyspy.com", "3/17/1997", "M", "A+", "Rua Tr�s 1238", "Campos dos Goytacazes", "RJ", "28073-530","91254247505", "231"
"Livia", "Martins", "LiviaMeloMartins@teleworm.us", "8/11/1933", "F", "O+", "Rua Jos� Marques Garcia 1221", "S�o Paulo", "SP", "02245-150","56330517690", "122"
"Marcos", "Melo", "MarcosCastroMelo@teleworm.us", "7/16/1952", "M", "AB+", "Rua Dois G 178", "Guaruj�", "SP", "11462-610","27252261638", "345"
"Igor", "Rocha", "IgorGomesRocha@jourrapide.com", "9/21/1979", "M", "B+", "Rua Santo Andr� 1412", "Petrolina", "PE", "56319-490","65681993469", "231"
"Beatriz", "Gomes", "BeatrizAlvesGomes@cuvox.de", "6/23/1992", "F", "A+", "Rua Rodovia Lomanto J�nior 1473", "Juazeiro", "BA", "48900-420","97705942534", "98"
"Leila", "Oliveira", "LeilaAlmeidaOliveira@gustr.com", "2/17/1952", "F", "O+", "Pra�a Jo�o Vict�rio Pareto J�nior 704", "Petr�polis", "RJ", "25685-260","45694413008", "98"
"Ant�nio", "Araujo", "AntonioSouzaAraujo@dayrep.com", "4/14/1975", "M", "B+", "Rua C�ssia 1414", "Cascavel", "PR", "85806-135","19091346868", "389"
"Erick", "Gomes", "ErickRodriguesGomes@jourrapide.com", "7/26/1975", "M", "A+", "Rua S�o Diogo 1771", "S�o Paulo", "SP", "03735-040","49145267278", "145"
"Mateus", "Rodrigues", "MateusAraujoRodrigues@cuvox.de", "7/20/1962", "M", "A+", "Rua Alfredo Barbosa 694", "Belford Roxo", "RJ", "26140-280","85439853235", "91"
"�gatha", "Gomes", "AgathaRibeiroGomes@teleworm.us", "8/28/1978", "F", "A+", "Rua Jo�o do Sacramento 582", "S�o Paulo", "SP", "08430-480","16388990533", "45"
"Beatrice", "Pinto", "BeatriceSousaPinto@superrito.com@g.com", "9/3/1949", "F", "A+", "Rua Cento e Vinte e Tr�s 1075", "Guarulhos", "SP", "07085-440","56903401547", "145"
"Leonor", "Barbosa", "LeonorSantosBarbosa@fleckens.hu", "10/9/1987", "F", "O+", "Rua Assis Chateaubriand 237", "Maring�", "PR", "87030-190","18810083202", "231"
"Davi", "Melo", "DaviDiasMelo@teleworm.us", "10/16/1953", "M", "B-", "Vila Renato Alexandre 1874", "Mesquita", "RJ", "26580-350","69821056601", "956"
"Emily", "Barbosa", "EmilyGoncalvesBarbosa@teleworm.us", "11/12/1968", "F", "A+", "Rua Sebasti�o Luiz da Fonseca 921", "Cachoeiro de Itapemirim", "ES", "29310-542","69970280805", "91"
"Isabelle", "Costa", "IsabelleFernandesCosta@dayrep.com", "10/27/1981", "F", "O+", "Caminho das Sete Voltas 903", "S�o Paulo", "SP", "02809-130","81671874110", "345"
"Diogo", "Correia", "DiogoSouzaCorreia@gustr.com", "12/9/1968", "M", "O+", "Rua Desembargador C�ndido da Cunha Cintra 1695", "S�o Paulo", "SP", "05135-180","24432983299", "389"
"Estevan", "Ribeiro", "EstevanRochaRibeiro@jourrapide.com", "10/3/1973", "M", "A+", "Rua Veneza 311", "Aparecida de Goi�nia", "GO", "74988-785","71765931240", "91"
"Yasmin", "Santos", "YasminCastroSantos@dayrep.com", "11/13/1947", "F", "O-", "Rua Piau� 493", "Bebedouro", "SP", "14701-685","98908621318", "231"
"Gabrielly", "Ferreira", "GabriellyBarbosaFerreira@gustr.com", "8/13/1994", "F", "O+", "Rua Lagoa Azul 962", "Jaboat�o dos Guararapes", "PE", "54410-565","62789943303", "112"
"Matheus", "Ribeiro", "MatheusPereiraRibeiro@dayrep.com", "4/29/1948", "M", "O+", "Rua Ferreiros 1539", "Recife", "PE", "50751-127","97478535313", "145"
"Marina", "Rocha", "MarinaDiasRocha@superrito.com", "1/11/1956", "F", "A-", "�rea de Desenvolvimento Econ�mico Conjunto 08 906", "Taguatinga", "DF", "71986-540","35551209300", "389"
"Eduardo", "Azevedo", "EduardoRochaAzevedo@cuvox.de", "5/1/1970", "M", "O+", "Rua Santos Dumont 119", "Tabo�o da Serra", "SP", "06753-105","40848679423", "389"
"Maria", "Cardoso", "MariaMeloCardoso@superrito.com", "9/6/1938", "F", "O+", "Rua Marcus Pereira 1859", "Campinas", "SP", "13045-230","54744588867", "112"
"Julia", "Alves", "JuliaAzevedoAlves@superrito.com", "6/19/1971", "F", "B+", "Rua Tupiramb� 946", "Recife", "PE", "52291-125","07244425420", "956"
"Kau�", "Rodrigues", "KaueBarrosRodrigues@einrot.com", "2/22/1965", "M", "O+", "Rua Bela Vista 213", "Juazeiro", "BA", "48905-560","73642095909", "122"
"Nicolas", "Martins", "NicolasPereiraMartins@einrot.com", "2/28/1955", "M", "O+", "Rua Presidente Ernesto Geisel 735", "Caruaru", "PE", "55036-520","26821851182", "91"
"Ryan", "Rocha", "RyanAraujoRocha@einrot.com", "3/14/1995", "M", "B+", "Rua Coimbra 1843", "Diadema", "SP", "09910-120","25418225103", "91"
"Lara", "Oliveira", "LaraSantosOliveira@teleworm.us", "5/3/1964", "F", "B+", "Rua Laurindo Rabelo 1196", "Camaragibe", "PE", "54786-230","19101787993", "323"
"Larissa", "Alves", "LarissaAraujoAlves@rhyta.com", "3/19/1947", "F", "B+", "Rua C�ndido Mariano da Silva Rondon 1103", "Sorocaba", "SP", "18070-435","49323665312", "389"
"J�lio", "Rocha", "JulioMartinsRocha@gustr.com", "9/15/1992", "M", "A+", "Rua 10 1453", "Goi�nia", "GO", "74550-530","95003472960", "895"
"Marisa", "Azevedo", "MarisaOliveiraAzevedo@cuvox.de", "7/27/1933", "F", "O+", "Rua C 29", "Vit�ria de Santo Ant�o", "PE", "55614-050","40786882093", "389"
"T�nia", "Melo", "TaniaCarvalhoMelo@teleworm.us", "6/28/2003", "F", "AB+", "Rua Dezenove 1607", "Porto Alegre", "RS", "91550-490","75453523000", "345"
"Vitor", "Correia", "VitorRochaCorreia@teleworm.us", "11/30/1977", "M", "O+", "Rua Bom Jesus 1851", "Aparecida de Goi�nia", "GO", "74967-440","25576086376", "145"
"Luan", "Pinto", "LuanCunhaPinto@armyspy.com", "8/10/1973", "M", "AB+", "Rua Maria Alice Barreto 1010", "Sobral", "CE", "62041-550","06757136414", "895"
"Sophia", "Santos", "SophiaCunhaSantos@jourrapide.com", "6/30/1982", "F", "A+", "Rua Professor Nazareno de Aguiar 1741", "Natal", "RN", "59066-015","11311208178", "122"
"Lara", "Costa", "LaraSilvaCosta@superrito.com", "8/3/1995", "F", "O+", "Travessa Abelardo Mateus Pinto 164", "Florian�polis", "SC", "88095-135","56667437830", "986"
"Kau�", "Gomes", "KaueBarrosGomes@einrot.com", "7/28/1985", "M", "O+", "Rua Ulisses Viegas 1576", "Viam�o", "RS", "94445-250","88489372683", "956"
"Nicole", "Sousa", "NicoleCunhaSousa@rhyta.com", "12/29/1950", "F", "A+", "Rua da Fraternidade 1848", "Feira de Santana", "BA", "44022-680","45310894721", "91"
"Kau�", "Costa", "KaueCardosoCosta@fleckens.hu", "2/24/1998", "M", "O+", "Estrada Morro de Paula 1991", "S�o Leopoldo", "RS", "93032-530","63815452830", "145"
"Beatriz", "Pinto", "BeatrizPereiraPinto@fleckens.hu", "12/7/1960", "F", "O+", "Rua Irm�o Em�lio Amandino 1320", "S�o Paulo", "SP", "02763-060","12229033344", "345"
"Marcos", "Alves", "MarcosSouzaAlves@gustr.com", "10/26/1976", "M", "O+", "Rua Osvaldo Andrelli Silva 947", "Campinas", "SP", "13060-774","01024120228", "122"
"Pedro", "Alves", "PedroOliveiraAlves@jourrapide.com", "3/31/1960", "M", "B+", "Rua Santa Beatriz 1689", "Rio de Janeiro", "RJ", "23020-500","33630219683", "45"
"Eduardo", "Cardoso", "EduardoRodriguesCardoso@jourrapide.com", "12/6/1984", "M", "A+", "Rua Z�nia 1761", "Ipatinga", "MG", "35162-307","32619636469", "986"
"Mateus", "Rodrigues", "MateusCorreiaRodrigues@armyspy.com", "5/4/1999", "M", "O+", "Rua Aldemir Pereira de Oliveira 513", "Mossor�", "RN", "59625-642","47651501608", "345"
"Danilo", "Barros", "DaniloCunhaBarros@fleckens.hu", "12/13/1983", "M", "O+", "Rua Caieira 639", "Porto Alegre", "RS", "90660-100","70145409201", "122"
"F�bio", "Almeida", "FabioCavalcantiAlmeida@rhyta.com", "12/8/1996", "M", "A+", "Rua Projetada B 1841", "Rio de Janeiro", "RJ", "21862-390","57073849100", "231"
"Julia", "Barbosa", "JuliaCostaBarbosa@jourrapide.com", "2/24/1946", "F", "O+", "Rua Amelia Bel�m 42", "S�o Jo�o de Meriti", "RJ", "25540-090","09444885008", "145"
"Matheus", "Azevedo", "MatheusMeloAzevedo@gustr.com", "12/20/1992", "M", "B-", "Rua Afr�nio Peixoto 1071", "S�o Gon�alo", "RJ", "24722-205","36255177602", "956"
"Kau�", "Ferreira", "KauaSantosFerreira@rhyta.com", "7/7/1936", "M", "A-", "Rua General Mascarenha de Moraes 1757", "Rondon�polis", "MT", "78705-285","49118691005", "345"
"Mariana", "Santos", "MarianaCarvalhoSantos@jourrapide.com", "12/10/1996", "F", "O+", "Rua Marqu�s de Aracati 1990", "S�o Paulo", "SP", "03319-010","34721998309", "98"
"Mateus", "Santos", "MateusAlvesSantos@gustr.com", "2/27/1983", "M", "A+", "Rua Camanducaia 1851", "Duque de Caxias", "RJ", "25243-450","87385367810", "122"
"Anna", "Costa", "AnnaMeloCosta@dayrep.com", "3/4/1985", "F", "AB+", "Rua Secretario R�bens Falc�o 514", "Maca�", "RJ", "27940-310","13268202810", "98"
"F�bio", "Barros", "FabioSousaBarros@jourrapide.com", "9/29/1998", "M", "B+", "Rua Jos� Alves 146", "Campina Grande", "PB", "58103-125","65146291055", "45"
"Mateus", "Castro", "MateusAraujoCastro@rhyta.com", "2/8/1955", "M", "A+", "Rua Vinte e Oito 148", "Petrolina", "PE", "56316-310","29973271130", "895"
"Yasmin", "Lima", "YasminGomesLima@superrito.com", "4/28/1971", "F", "A+", "Travessa Piotto 635", "Campo Largo", "PR", "83606-510","82966228660", "895"
"Enzo", "Correia", "EnzoBarrosCorreia@dayrep.com", "9/15/1970", "M", "O+", "Rua da Esta��o 1623", "Cabo de Santo Agostinho", "PE", "54505-550","58548956410", "145"
"Vitor", "Costa", "VitorPintoCosta@teleworm.us", "5/2/1996", "M", "O+", "Rua Miguel de Souza e Silva 109", "Itapetininga", "SP", "18210-350","62530624259", "231"
"Alice", "Lima", "AliceCorreiaLima@armyspy.com", "5/7/1937", "F", "O+", "Rua Pedralva 1701", "Rio de Janeiro", "RJ", "21725-030","78379662288", "956"
"Sophia", "Goncalves", "SophiaAlmeidaGoncalves@einrot.com", "1/11/1989", "F", "A+", "Rua Um 314", "Campinas", "SP", "13067-171","55192282306", "98"
"Vinicius", "Costa", "ViniciusGoncalvesCosta@rhyta.com", "12/1/1944", "M", "O+", "Beco Treze de Maio 50", "Rio de Janeiro", "RJ", "23591-420","21431013765", "345"
"Victor", "Pereira", "VictorBarrosPereira@cuvox.de", "9/13/2000", "M", "B+", "Rua das Amarilis 1282", "Bragan�a Paulista", "SP", "12924-020","25290583262", "112"
"Daniel", "Martins", "DanielAlmeidaMartins@dayrep.com", "4/30/2003", "M", "B+", "Rua K 1601", "Contagem", "MG", "32180-640","37251386488", "986"
"Emilly", "Martins", "EmillySousaMartins@teleworm.us", "7/7/1949", "F", "O+", "Rua Dezenove de Junho 393", "Porto Velho", "RO", "78903-670","96216383051", "323"
"Carlos", "Azevedo", "CarlosCunhaAzevedo@einrot.com", "9/8/1990", "M", "B+", "Rua Jo�o Hupsel 1292", "Salvador", "BA", "41250-125","76831618022", "389"
"Samuel", "Rocha", "SamuelMartinsRocha@teleworm.us", "7/14/1953", "M", "O+", "Rua Rio de Janeiro 1521", "Paranagu�", "PR", "83209-550","57925648171", "145"
"Marcos", "Almeida", "MarcosDiasAlmeida@fleckens.hu", "4/17/1998", "M", "B+", "Rua Dez 846", "Campinas", "SP", "13058-647","07698580741", "323"
"Renan", "Barros", "RenanCardosoBarros@einrot.com", "6/5/1957", "M", "A+", "Rua das Castanheiras 539", "Maring�", "PR", "87055-100","39135843667", "145"
"Emily", "Carvalho", "EmilyCardosoCarvalho@cuvox.de", "4/22/1954", "F", "O+", "Caminho Servid�o B 1390", "Campinas", "SP", "13064-873","39345302492", "45"
"Cau�", "Souza", "CauaAzevedoSouza@rhyta.com", "3/24/2002", "M", "B+", "Rua Chico Mendes 1256", "Canoas", "RS", "92130-060","76457402305", "145"
"Tiago", "Cardoso", "TiagoCorreiaCardoso@jourrapide.com", "12/15/1971", "M", "AB+", "Rua Jos� Machado 1239", "Tatu�", "SP", "18277-684","81081553553", "231"
"Anna", "Souza", "AnnaPereiraSouza@rhyta.com", "6/3/1978", "F", "O-", "Rua K 750", "Campinas", "SP", "13069-083","66768888820", "986"
"Samuel", "Rocha", "SamuelFernandesRocha@gustr.com", "1/14/1946", "M", "O+", "Rua 6 1006", "Goi�nia", "GO", "74723-230","12513662792", "231"
"Vinicius", "Rocha", "ViniciusFerreiraRocha@rhyta.com", "3/17/1942", "M", "AB+", "Rua Visconde de Inha�ma 243", "Jo�o Pessoa", "PB", "58010-550","99390914353", "122"
"Caio", "Barbosa", "CaioFerreiraBarbosa@jourrapide.com", "4/25/1943", "M", "A+", "Rua Agripino Moura 1803", "Santa Rita", "PB", "58303-110","95389641108", "323"
"Renan", "Goncalves", "RenanAzevedoGoncalves@teleworm.us", "6/24/1997", "M", "A+", "Rua Regina Dalboni 188", "Mau�", "SP", "09360-140","68850942931", "956"
"Melissa", "Oliveira", "MelissaCunhaOliveira@einrot.com", "4/24/1982", "F", "AB+", "Rua Tecel�o 1964", "Arapongas", "PR", "86703-030","42981615874", "323"
"Giovana", "Ferreira", "GiovanaCarvalhoFerreira@fleckens.hu", "12/23/1994", "F", "O+", "Rua Waldomiro Aranha Neto 1869", "Americana", "SP", "13477-270","46470453406", "895"
"Emily", "Fernandes", "EmilyCostaFernandes@jourrapide.com", "1/24/1974", "F", "O+", "Rua Um 1877", "V�rzea Grande", "MT", "78120-645","11294787934", "112"
"Lu�s", "Lima", "LuisPintoLima@jourrapide.com", "2/22/1964", "M", "B+", "Rua J-007 1700", "Aparecida de Goi�nia", "GO", "74952-090","91948179016", "323"
"Alice", "Gomes", "AliceAzevedoGomes@armyspy.com", "7/27/1979", "F", "B+", "Rua Wladimir Revenski 1702", "Londrina", "PR", "86041-410","66754796014", "986"
"Maria", "Alves", "MariaCavalcantiAlves@dayrep.com", "3/15/1951", "F", "O+", "Rua Ant�nio Borges de Carvalho 1174", "Campo Largo", "PR", "83602-530","12292473356", "122"
"Gabrielly", "Lima", "GabriellyCavalcantiLima@jourrapide.com", "6/13/2002", "F", "A+", "Rua Salvador de S� 1597", "Santo Andr�", "SP", "09210-490","28022542199", "112"
"Clara", "Rocha", "ClaraAzevedoRocha@rhyta.com", "8/7/1955", "F", "A+", "Rua Jos� Carlos Soares da Silva 741", "Araraquara", "SP", "14807-427","41664529241", "112"
"Laura", "Goncalves", "LauraRibeiroGoncalves@armyspy.com", "3/27/1971", "F", "B+", "Rua Dezoito 1028", "Colatina", "ES", "29701-580","20893613959", "389"
"Ana", "Cavalcanti", "AnaRibeiroCavalcanti@cuvox.de", "6/5/1934", "F", "O+", "Rua Celestino de Marchi 1942", "Leme", "SP", "13610-509","75183530084", "389"
"Julian", "Costa", "JulianRodriguesCosta@armyspy.com", "10/11/1982", "M", "O+", "Rua Fortaleza 1564", "Bel�m", "PA", "66690-730","66207552326", "45"
"Marcos", "Rocha", "MarcosGoncalvesRocha@einrot.com", "3/29/1952", "M", "O+", "Rua Ilivino Jos� de Souza 1723", "Campo Grande", "MS", "79073-740","96948830919", "323"
"Miguel", "Santos", "MiguelBarbosaSantos@rhyta.com", "10/18/1955", "M", "A+", "Rua J�lio Favoretto 110", "Maring�", "PR", "87020-600","98110213502", "323"
"Luiza", "Souza", "LuizaCastroSouza@superrito.com", "5/5/1954", "F", "A+", "Travessa Duzentos e Trinta e Quatro 634", "Guaruj�", "SP", "11495-120","90194014916", "45"
"Marcos", "Gomes", "MarcosRochaGomes@fleckens.hu", "9/18/2000", "M", "A+", "Rua Arthur de Moraes 288", "Itapecerica da Serra", "SP", "06850-870","52561081150", "389"
"Carolina", "Santos", "CarolinaPereiraSantos@superrito.com", "3/3/1937", "F", "A+", "Rua Barra dos Bugres 1605", "S�o Paulo", "SP", "02979-210","54364923044", "145"
"Arthur", "Fernandes", "ArthurRodriguesFernandes@rhyta.com", "3/14/1972", "M", "A+", "Rua Jo�o Coelho Moreira 1403", "Bauru", "SP", "17057-656","04506768892", "323"
"Douglas", "Rodrigues", "DouglasGomesRodrigues@einrot.com", "7/25/1958", "M", "O+", "Rua SN-5 1266", "Bel�m", "PA", "66842-360","74771229457", "98"
"Leila", "Cunha", "LeilaAzevedoCunha@dayrep.com", "9/23/1962", "F", "O+", "Estrada da Paci�ncia 1965", "Niter�i", "RJ", "24325-300","27580199491", "122"
"Bruno", "Ribeiro", "BrunoGomesRibeiro@cuvox.de", "4/20/1952", "M", "O+", "Avenida DE 1127", "Tucuru�", "PA", "68459-390","63041349752", "323"
"Gabriel", "Pinto", "GabrielFerreiraPinto@cuvox.de", "3/22/2003", "M", "O-", "Rua Ana Peixoto 843", "Mesquita", "RJ", "26564-051","99094048930", "956"
"Isabela", "Silva", "IsabelaFernandesSilva@rhyta.com@g.com", "1/21/1941", "F", "B+", "Rua Joaquim T�vora 557", "S�o Paulo", "SP", "04015-001","75722801534", "895"
"Luiz", "Dias", "LuizPintoDias@rhyta.com", "8/15/1950", "M", "B+", "Travessa Odami 784", "S�o Jo�o de Meriti", "RJ", "25570-271","33796969194", "145"
"Thiago", "Martins", "ThiagoLimaMartins@teleworm.us", "10/22/1967", "M", "A+", "Rua Francisco Alves 719", "Barra Mansa", "RJ", "27325-810","23941599283", "956"
"Victor", "Costa", "VictorGoncalvesCosta@jourrapide.com", "5/26/1981", "M", "B+", "Rua das Ac�cias 1522", "Patos", "PB", "58705-630","25572949850", "112"
"Igor", "Cavalcanti", "IgorSouzaCavalcanti@jourrapide.com", "2/4/1992", "M", "B+", "Rua Padre Oscar Cavalcante 1910", "Campina Grande", "PB", "58106-620","36654511751", "145"
"Gustavo", "Ferreira", "GustavoAzevedoFerreira@gustr.com", "5/2/1942", "M", "B-", "Rua Dique 1979", "Rio de Janeiro", "RJ", "21240-800","43168232998", "389"
"Lavinia", "Pereira", "LaviniaRodriguesPereira@einrot.com", "1/6/1952", "F", "A+", "Rua Jo�o Nunes de Oliveira 1577", "Jo�o Pessoa", "PBF", "58011-500","04868482564", "45"
"Nicolash", "Correia", "NicolashGoncalvesCorreia@teleworm.us", "8/11/1978", "M", "O+", "Rua Jo�o Batista Bianchini 274", "S�o Bernardo do Campo", "SP", "09861-580","70866049843", "389"
"�gatha", "Barbosa", "AgathaAlvesBarbosa@dayrep.com", "3/3/1933", "F", "O-", "Travessa Bom Jesus 1592", "Salvador", "BA", "41390-310","28893903571", "45"
"Sarah", "Dias", "SarahAlmeidaDias@einrot.com", "3/25/1968", "F", "A+", "Rua Jabura 354", "S�o Jo�o de Meriti", "RJ", "25570-090","85431306707", "986"
"Luiza", "Correia", "LuizaSousaCorreia@jourrapide.com", "8/1/1941", "F", "A+", "Rua Joaquim Roja da Silva 33", "Pindamonhangaba", "SP", "12422-170","23836584050", "895"
"Diego", "Oliveira", "DiegoLimaOliveira@jourrapide.com", "10/15/1970", "M", "B+", "Rua Dois 1784", "Igarassu", "PE", "53610-660","03479393845", "986"
"Maria", "Costa", "MariaAlvesCosta@jourrapide.com", "6/24/1986", "F", "A+", "Rua Gale�o 275", "Tatu�", "SP", "18280-420","11286503477", "91"
"Beatrice", "Correia", "BeatriceRibeiroCorreia@jourrapide.com@g.com", "2/21/1987", "F", "B+", "Rua Dona Adelaide 1245", "Araguari", "MG", "38442-006","39620893905", "145"
"Eduardo", "Azevedo", "EduardoRibeiroAzevedo@teleworm.us", "1/4/1945", "M", "A-", "Travessa Eliza 157", "S�o Paulo", "SP", "02323-420","21551809265", "986"
"Mariana", "Fernandes", "MarianaFerreiraFernandes@einrot.com", "3/17/1965", "F", "A-", "Rua D 1508", "Tucuru�", "PA", "68458-710","96499887854", "122"
"Gabriel", "Gomes", "GabrielLimaGomes@fleckens.hu", "9/9/1936", "M", "A+", "Rua Noel Rosa 1531", "Petrolina", "PE", "56332-570","36116596061", "986"
"Mariana", "Santos", "MarianaBarbosaSantos@teleworm.us", "10/10/2003", "F", "O+", "Rua Arnaldo Schuler 714", "Cachoeirinha", "RS", "94930-100","81004305605", "345"
"Evelyn", "Correia", "EvelynOliveiraCorreia@jourrapide.com", "4/10/1940", "F", "B+", "Rua Farias Brito 586", "Juiz de Fora", "MG", "36080-540","29420069192", "956"
"Estevan", "Rodrigues", "EstevanAraujoRodrigues@rhyta.com", "1/27/1996", "M", "A+", "Rua Messe de Amor 1", "Salvador", "BA", "41830-230","25204577912", "231"
"Martim", "Dias", "MartimPintoDias@jourrapide.com", "1/9/1958", "M", "A+", "Travessa Joaquim Cardoso 213", "S�o Paulo", "SP", "02614-020","92116441196", "956"
"Laura", "Cunha", "LauraAlvesCunha@superrito.com", "6/5/1992", "F", "O+", "Rua 03 1393", "Taguatinga", "DF", "71907-360","15495476310", "112"
"Alice", "Souza", "AliceFernandesSouza@teleworm.us", "3/17/1953", "F", "A+", "Pra�a da �rvore 92", "S�o Bernardo do Campo", "SP", "09751-340","52810928479", "98"
"Pedro", "Costa", "PedroBarbosaCosta@jourrapide.com", "3/24/1976", "M", "A+", "Rua Galdino Rosa 1460", "S�o Paulo", "SP", "02967-020","37118792411", "98"
